Comment_Id,Dataset,Comment,User_Rated_Sexism,User_Reasoning,Perspective_Toxicity,Perspective_Identity_Attack,Perspective_Insult,Perspective_Profanity,GPT_Sexism_Rating,GPT_Sexism_Score,Community
8991,benevolent,"A worldly man always seems to expect a woman to chase & pursue him as if he's the woman! He always feels darn good when he ""gets the girl.""",False,Not a direct statement of sexist opinion,0.38,0.23,0.2,0.38,2.0,30.0,C
9000,hostile,Fake victim whining rapist motherfuckers. They need to die,False,Denying inequality,0.95,0.43,0.79,0.86,4.0,95.0,B
9008,benevolent,"Sorry, but real women show up for their commitments. #WeShowUp #ADayWithoutWomen #NotMyProtest",True,Denying inequality,0.23,0.28,0.06,0.02,3.0,70.0,C
9010,benevolent,Conservative and intelligent women did not take the day off. #ADayWithoutWomen #ADayWithoutAWoman https://t.co/6UyBY10BEg,False,Behaviorial Expectations,0.32,0.38,0.17,0.05,2.0,30.0,C
9015,hostile,"When her hands get sore, she finds another way to get the job done... #MKR",False,Not a direct statement of sexist opinion,0.04,0.0,0.02,0.01,1.0,0.0,B
9016,hostile,MENTION3940 MENTION1292 Pedos.,False,Not a direct statement of sexist opinion,0.28,0.01,0.17,0.32,1.0,0.0,B
9017,call_me,females really need to stop acting like they are big football fans. Just stop.,True,Behaviorial Expectations,0.37,0.45,0.18,0.08,3.0,75.0,A
9020,call_me,RT MENTION4330 there are 0 females I know who aren't stupid in some way or another. They just don't listen.,True,Stereotypes and Comparative opinions,0.52,0.38,0.51,0.39,4.0,95.0,A
9028,call_me,Hold door for anyone who follows behind u MENTION1034 I think less of guys who don't hold doors for girls. I just do.,True,Behaviorial Expectations,0.27,0.1,0.06,0.08,2.0,40.0,A
9037,benevolent,"Awakening the love of a woman whose love is otherwise dormant and unmoving is a mighty accomplishment. Awaken my love, love.",False,Not a direct statement of sexist opinion,0.18,0.06,0.03,0.06,1.0,0.0,C
9041,benevolent,Women who changed the world! #InternationalWomensDay https://t.co/zDfJeFYaZO  #BeBoldForChange #ADayWithoutWomen https://t.co/HkwrqEGDSp,False,Not a direct statement of sexist opinion,0.16,0.17,0.05,0.04,1.0,0.0,C
9044,call_me,Really not sure how I feel about this. I'd always be subconsciously going below 100% effort... http://t.co/1MEfvJa5dZ,False,Not a direct statement of sexist opinion,0.03,0.01,0.01,0.02,1.0,0.0,A
9045,call_me,I can't stand listening to this announcer calling the sparty game,False,Not a direct statement of sexist opinion,0.16,0.01,0.03,0.05,1.0,0.0,A
9046,call_me,I never listen to anything the women sports analysts say on ESPN.,True,Stereotypes and Comparative opinions,0.25,0.28,0.08,0.02,3.0,75.0,A
9071,call_me,RT MENTION2615 watching women play rugby is just plain wrong #weird,True,Stereotypes and Comparative opinions,0.34,0.38,0.16,0.1,4.0,85.0,A
9079,call_me,"I'm not usually one for female music artists, but I cannot get enough of MENTION1755 new track 'Burn' #GREATTOOON",False,Not a direct statement of sexist opinion,0.11,0.04,0.02,0.06,1.0,0.0,A
9081,benevolent,Cat told Kara that every good woman knows she has to be 2x as good as a man but she never critiqued that system. She worked within it.,True,Not a direct statement of sexist opinion,0.09,0.05,0.03,0.02,3.0,75.0,C
9086,call_me,men should NOT sing the Mothra song.,True,Behaviorial Expectations,0.25,0.26,0.06,0.06,2.0,25.0,A
9090,call_me,MENTION1184 MENTION99 i hate it when women try 2 tell me about things l kno abt like #CARS i kno what im talkin bout.,True,Stereotypes and Comparative opinions,0.38,0.32,0.13,0.23,3.0,70.0,A
9092,hostile,Not a fan of this comic (too SJW-ish for me) but this is spot-on. http://t.co/fchqFYHkDB #WomenAgainstFeminism http://t.co/GAzOFFZZH5,False,Not a direct statement of sexist opinion,0.16,0.16,0.04,0.06,3.0,70.0,B
9094,call_me,it sickens me to see girls playing rugby / bodybuilding / boxing 😪,True,Behaviorial Expectations,0.43,0.38,0.34,0.21,3.0,75.0,A
9099,hostile,"I'm not sexist, but I hate female sports talk hosts",True,Stereotypes and Comparative opinions,0.64,0.66,0.4,0.32,3.0,75.0,B
9102,hostile,RT MENTION3540 I'm not sexist but hearing a group of drunk females trying to do the yaya/kolo toure chant feels wrong,True,Behaviorial Expectations,0.4,0.38,0.34,0.24,2.0,30.0,B
9107,call_me,I believe in a relationship a woman should respect nd OBEY her man...,True,Behaviorial Expectations,0.06,0.04,0.01,0.02,4.0,85.0,A
9111,hostile,"""I'm trying so hard to be charming"" - Annie.

I have nothing to add.

#mkr",False,Not a direct statement of sexist opinion,0.02,0.0,0.01,0.01,1.0,0.0,B
9130,call_me,Some of the songs people listen 2! Ts not cool.. ey..,False,Not a direct statement of sexist opinion,0.16,0.01,0.03,0.06,1.0,0.0,A
9132,benevolent,"Moon in Cancer/Pushya which means, 'to nuture'. Nothing is better than the love of a woman with a pure heart. Do wh… https://t.co/7aIqH3CR04",False,Not a direct statement of sexist opinion,0.14,0.03,0.02,0.13,2.0,30.0,C
9140,hostile,RT MENTION998 In 1814 women had no rights. In 1914 women fought for rights. In 2014 women were always right. It's a new year. #notsexist,True,Denying inequality,0.26,0.28,0.07,0.08,2.0,30.0,B
9170,hostile,"MENTION4532 i'm no sexist, i'm a realist",False,Maybe Sexist - needs more context,0.2,0.04,0.03,0.1,2.0,25.0,B
9173,call_me,letting you just do your job is unfair to gamers.,False,Not a direct statement of sexist opinion,0.08,0.01,0.02,0.02,1.0,0.0,A
9180,call_me,Well said. RT MENTION352: Wrote on Iowa kid who refused to wrestle a girl. Some will screw it: http://bit.ly/fiYroU,False,Maybe Sexist - needs more context,0.38,0.04,0.16,0.36,1.0,0.0,A
9183,hostile,MENTION3995 Isn't that their goal?,False,Not a direct statement of sexist opinion,0.03,0.01,0.01,0.02,1.0,0.0,B
9184,call_me,the octagon is no place for a woman. Awful scenes,True,Endorsement of inequality,0.44,0.45,0.29,0.21,4.0,85.0,A
9187,call_me,A woman reporting on Gillette soccer Saturday? dat ain't right #wewantkammy,True,Behaviorial Expectations,0.11,0.06,0.03,0.02,3.0,70.0,A
9195,hostile,There just horrible #lemontarts #MKR,False,Not a direct statement of sexist opinion,0.43,0.14,0.43,0.29,1.0,0.0,B
9203,hostile,MENTION953 MENTION841 29 boys no girls killed isn't violence against boys 2 of 6 killed by Eliot R = girls and is violence against women?,False,Not a direct statement of sexist opinion,0.38,0.25,0.08,0.13,3.0,70.0,B
9216,call_me,MENTION2894 I would hate it too.,False,Not a direct statement of sexist opinion,0.38,0.04,0.11,0.19,1.0,0.0,A
9217,call_me,This is really sexist and I'm reporting for spam RT MENTION4570: I've never seen graffiti in the girl's bathroom.,False,Not a direct statement of sexist opinion,0.38,0.1,0.1,0.21,1.0,0.0,A
9218,benevolent,"Instead of looking for a girl who is hot try looking for one who is respectful, kind and smart, it creates a better outcome for everyone.",False,Not a direct statement of sexist opinion,0.33,0.03,0.06,0.25,1.0,10.0,C
9235,benevolent,"""I hope this strike will show men and women how important women are today and everyday."" —LaTonya Staubs #WomensDay https://t.co/E6cbhMt2JQ",False,Not a direct statement of sexist opinion,0.03,0.03,0.01,0.01,1.0,0.0,C
9239,benevolent,"""Woman are the largest untapped reservoir of talent in the world""-Hillary C #internationalwomensday … https://t.co/hnRjDxFhde",False,Not a direct statement of sexist opinion,0.17,0.17,0.06,0.03,1.0,0.0,C
9244,benevolent,#women are a #force #internationalwomensday #adaywithoutwomen #womensmarch #equality #EqualityMatters… https://t.co/Dc6oixVXEu,False,Not a direct statement of sexist opinion,0.04,0.04,0.01,0.02,1.0,0.0,C
9248,benevolent,"so hit me like a man, and love me like a woman",True,Stereotypes and Comparative opinions,0.29,0.06,0.05,0.17,2.0,30.0,C
9249,benevolent,"i've probably said this once before, but i look for a girl who i think would be a good mother when picking out who i want to date
it's weird",True,Behaviorial Expectations,0.1,0.02,0.03,0.04,2.0,30.0,C
9250,call_me,"I think #LeonardNimoy's sense of dignity, respect, and tolerance are especially rare among men.  Such a fine…human.",True,Stereotypes and Comparative opinions,0.04,0.01,0.02,0.01,1.0,0.0,A
9252,benevolent,"A woman in any form shall be celebrated and honored, be it, a sister or a wife or a mother or any other form. Happy women's Day

#womensday",False,Not a direct statement of sexist opinion,0.03,0.03,0.01,0.01,1.0,0.0,C
9255,call_me,most women are fucking wank at driving!!!!!! PISSING ME RIGHY OFF!!!,True,Stereotypes and Comparative opinions,0.96,0.6,0.72,0.86,4.0,95.0,A
9259,hostile,RT MENTION3294 I fucking hate rich ass snobby women that don't know there place in front of men! #notsexist #justventing,True,Behaviorial Expectations,0.86,0.6,0.63,0.75,4.0,95.0,B
9262,call_me,she looks like she’s holding a sonic vibe... https://t.co/OEm3Fe13kw,False,Not a direct statement of sexist opinion,0.1,0.01,0.03,0.04,1.0,0.0,A
9270,benevolent,"Best msg of the day:

Without *""HER ""* even *""HERO ""* IS *""0""*. 

Happy #womensday",False,Not a direct statement of sexist opinion,0.05,0.03,0.02,0.02,1.0,0.0,C
9274,call_me,I fucking hate women bosses.,True,Stereotypes and Comparative opinions,0.89,0.72,0.57,0.8,4.0,90.0,A
9276,call_me,I really love the goods,False,Not a direct statement of sexist opinion,0.03,0.01,0.01,0.02,1.0,0.0,A
9279,call_me,MENTION801 Well that. yeaah :P it has something to do with gender :P,False,Maybe Sexist - needs more context,0.06,0.03,0.02,0.03,1.0,0.0,A
9285,call_me,"RT MENTION1887 the true definition of a #goddess is a good house wife & mother who also has good health,looks and physique",True,Behaviorial Expectations,0.06,0.03,0.02,0.04,3.0,70.0,A
9288,call_me,"U got so much knowledge, shit brazy “MENTION2320: I can expect a man to cheat..but a woman? Ur a whore b. Sorry. U are.”",True,Behaviorial Expectations,0.91,0.38,0.8,0.82,4.0,85.0,A
9300,call_me,Im sorry women have no place debating sports on ESPN. Im sorr both of these bitches on ESPN are stupid.,True,Endorsement of inequality,0.9,0.55,0.82,0.76,4.0,90.0,A
9305,call_me,Girls should not drive ever...you guys fuckin suck...an guys have higher insurance? Bullshit #baddriving -_-,True,Stereotypes and Comparative opinions,0.93,0.45,0.72,0.86,4.0,85.0,A
9309,benevolent,"“I loved you like a man loves a woman he never touches, only writes to, keeps little photographs of.” MENTION2445 https://t.co/ySOSXGDNqR",False,Not a direct statement of sexist opinion,0.16,0.02,0.03,0.11,1.0,0.0,C
9312,benevolent,Empowering women empowers humanity. Salwa uses WFP wheat & a family recipe to feed her community… https://t.co/V7qW8LU4DJ,False,Not a direct statement of sexist opinion,0.09,0.05,0.02,0.03,1.0,0.0,C
9313,hostile,RT http://t.co/8NkQqwiuAV MENTION1686 You are a tool if you set your phone background as a selfie. Male or female. #notsexist #jk #womanbeater,False,Not a direct statement of sexist opinion,0.26,0.07,0.06,0.21,3.0,70.0,B
9320,call_me,when guys use the 😘😍 emojis and its not to their so i kinda wanna puke,False,Not a direct statement of sexist opinion,0.46,0.03,0.13,0.38,2.0,25.0,A
9321,call_me,"I gave my son ""the look"" like, ""U betta not eva let that happen!!"" *shrugs*",False,Not a direct statement of sexist opinion,0.07,0.0,0.02,0.03,1.0,0.0,A
9323,hostile,MENTION9 It's actually only one face.  It's just as wide and flat as the front of a townhouse so...easy mistake to make.,False,Not a direct statement of sexist opinion,0.05,0.0,0.02,0.01,1.0,0.0,B
9324,benevolent,"#adaywithoutwomen is a day without HALF of us--the U.S., the world. #thefutureisfemale #adaywithoutawoman #womensrightsarehumanrights",False,Not a direct statement of sexist opinion,0.29,0.34,0.07,0.04,1.0,0.0,C
9329,call_me,“MENTION4120: I want my wife to stay home and raise my kids in the future” 👌,True,Behaviorial Expectations,0.07,0.01,0.02,0.02,2.0,30.0,A
9335,call_me,You can I fail to take these model/DJ robots setiously,False,Not a direct statement of sexist opinion,0.11,0.01,0.02,0.05,1.0,0.0,A
9336,call_me,I never knew it was possible for a wife to be legitimately winning at Scrabble with only three tiles left. Shit...,True,Stereotypes and Comparative opinions,0.73,0.06,0.37,0.78,3.0,65.0,A
9344,benevolent,"Don't Forget!!!!
Without ""HER ""even ""HERO "" IS ""0""..

#womensday https://t.co/NhncxFo7BK",False,Not a direct statement of sexist opinion,0.05,0.01,0.02,0.01,2.0,30.0,C
9345,hostile,"Yes, because *I* was the rude one. MENTION1863: I will sock your mom in her fucking uterus if you ever talk to me like that again",False,Not a direct statement of sexist opinion,0.89,0.17,0.62,0.84,1.0,0.0,B
9349,call_me,treating you like a human being is kinda unrealistic.,False,Not a direct statement of sexist opinion,0.31,0.05,0.18,0.06,1.0,0.0,A
9351,call_me,lady football commentators are annoying,True,Stereotypes and Comparative opinions,0.43,0.38,0.41,0.2,3.0,75.0,A
9361,hostile,Ok so I'm not the biggest fan of The Blondes but.... Even I didn't want them to go #MKR,False,Not a direct statement of sexist opinion,0.12,0.03,0.03,0.05,1.0,0.0,B
9364,benevolent,"Just as you cannot put a good man down, you can't put a beautiful woman down.",False,Not a direct statement of sexist opinion,0.2,0.13,0.05,0.03,2.0,30.0,C
9365,benevolent,"Launching the #WomensDay emoticon & summing it up with my fav quote, Let her sleep for when she wakes, she will move mountains. G'night 🤗💯",False,Not a direct statement of sexist opinion,0.1,0.04,0.02,0.03,1.0,0.0,C
9382,call_me,JAN M: women's clothes DO matter! - Daily Mail: Daily MailJAN MO... http://t.co/3dhW4V4i2U http://t.co/8Uo8jnrn5v,False,Not a direct statement of sexist opinion,0.03,0.01,0.01,0.03,1.0,0.0,A
9385,call_me,women sportscasters bug me,True,Stereotypes and Comparative opinions,0.29,0.24,0.08,0.16,3.0,70.0,A
9387,call_me,females are not or will ever be as good as males at getting friend zoned.,True,Stereotypes and Comparative opinions,0.44,0.51,0.34,0.13,3.0,70.0,A
9388,call_me,I would rather not provide sexual favours to women.,False,Maybe Sexist - needs more context,0.4,0.38,0.13,0.17,2.0,25.0,A
9397,benevolent,"Allah enjoins you to treat women well, for they are your mothers, daughters, aunts. 
#internationalwomensday… https://t.co/Zm8C56xQOb",False,Not a direct statement of sexist opinion,0.09,0.06,0.02,0.03,1.0,10.0,C
9398,call_me,#ImNotAFan of men who wear their heart on their sleeves. that's a girl thing. #ManUpASAP,True,Behaviorial Expectations,0.15,0.05,0.05,0.05,3.0,75.0,A
9404,hostile,#mkr is it ok if I hit Kat? Cause that was not cool,False,Not a direct statement of sexist opinion,0.37,0.03,0.06,0.17,2.0,25.0,B
9414,call_me,I'm not really into female singers (I really like New In Town by Little Boots! It is so catchy! :D,False,Stereotypes and Comparative opinions,0.15,0.1,0.03,0.05,1.0,0.0,A
9415,hostile,Just read the #killerblondes get through. Switching off. #MKR,False,Not a direct statement of sexist opinion,0.25,0.05,0.08,0.08,1.0,0.0,B
9423,call_me,"if your ass wants me to know how to make dinner, you better know how to do things on cars! -_-' HURRUMPH",True,Behaviorial Expectations,0.77,0.03,0.46,0.62,3.0,65.0,A
9426,benevolent,"""Why do we continue to undervalue fathers and overburden mothers?"" -Goodwill Ambassador Anne H on paid paren… https://t.co/HW7If9dF75",False,Not a direct statement of sexist opinion,0.1,0.02,0.03,0.03,2.0,30.0,C
9433,benevolent,To all the beautiful ladies who can make happiness bloom all around them! Happy #WomensDay! #BeingHumanJewellery… https://t.co/633EpbYHAV,False,Not a direct statement of sexist opinion,0.03,0.01,0.01,0.02,1.0,0.0,C
9437,hostile,Scoring like a Cunt because you can't cook for shit isn't fighting hard Kat.... You stupid mole #mkr,False,Maybe Sexist - needs more context,0.93,0.14,0.83,0.85,4.0,85.0,B
9439,benevolent,The love of a woman and a bottle of wine are sweet for a season but last for a time.,False,Not a direct statement of sexist opinion,0.15,0.06,0.03,0.03,2.0,30.0,C
9442,call_me,"women are fucking killing it in comedy. Have been for a while, actually. It's an exciting time.",False,Not a direct statement of sexist opinion,0.75,0.41,0.4,0.75,1.0,0.0,A
9449,call_me,that's actually a girl.,False,Not a direct statement of sexist opinion,0.06,0.02,0.02,0.02,1.0,0.0,A
9450,hostile,Can I please punch Jessie and Biswa in the face #mkr,False,Not a direct statement of sexist opinion,0.72,0.16,0.27,0.33,1.0,0.0,B
9454,call_me,MENTION2804 ikk! Glad to have boys around for those things. ,False,Maybe Sexist - needs more context,0.04,0.01,0.01,0.04,2.0,25.0,A
